"","ID","BIOCHEMICAL","CHEMICAL.ID","COMP.ID","PLATFORM","RI","MASS","CAS","KEGG","HMDB","PUBCHEM","CHEMSPIDER","PATHWAY.SORTORDER","SUPER.PATHWAY","SUB.PATHWAY"
"M.40719","M.40719","(15:0)-anacardic acid",100003600,40719,"LC/MS Neg",5895,347.2592,"16611-84-0","C10759",NA,"167551",146579,687,"Xenobiotics","Food Component/Plant"
"M.41397","M.41397","(15:2)-anacardic acid",100003472,41397,"LC/MS Neg",5565,343.2279,"11034-77-8",NA,"HMDB33896","11824131",9998782,688,"Xenobiotics","Food Component/Plant"
"M.22177","M.22177","levulinate (4-oxovalerate)",100000765,22177,"LC/MS Pos",1869,99.0441,"123-76-2",NA,"HMDB00720","11579",11091,689,"Xenobiotics","Food Component/Plant"
"M.21049","M.21049","1,6-anhydroglucose",100000939,21049,"GC/MS",1679.5,204.1,"498-07-7",NA,"HMDB00640","2724705",9587432,690,"Xenobiotics","Food Component/Plant"
"M.37459","M.37459","ergothioneine",100002154,37459,"LC/MS Neg;LC/MS Pos Early",821,228.0812,"58511-63-0","C05570","HMDB03045","3032311",2297320,694,"Xenobiotics","Food Component/Plant"
"M.47980","M.47980","ferulylglycine (1)",NA,47980,"LC/MS Neg",2259,250.0724,NA,NA,NA,NA,NA,697,"Xenobiotics","Food Component/Plant"
"M.46728","M.46728","glucuronide of piperine metabolite C17H21NO3 (3)*",NA,46728,"LC/MS Neg",3975,462.1768,NA,NA,NA,NA,NA,702,"Xenobiotics","Food Component/Plant"
"M.46519","M.46519","X - 21474  - glucuronide of piperine metabolite C17H21NO3 (5)*",NA,46519,"LC/MS Neg",4039,462.1775,NA,NA,NA,NA,NA,703,"Xenobiotics","Food Component/Plant"
"M.46726","M.46726","glucuronide of piperine metabolite C17H21NO3 (5)*",NA,46726,"LC/MS Pos",4404,464.1921,NA,NA,NA,NA,NA,704,"Xenobiotics","Food Component/Plant"
"M.32735","M.32735","glucuronide of piperine metabolite C17H21NO3 (4)*",NA,32735,"LC/MS Pos",4275.7,464.1916,NA,NA,NA,NA,NA,705,"Xenobiotics","Food Component/Plant"
"M.46600","M.46600","sulfate of piperine metabolite C16H19NO3 (2)*",NA,46600,"LC/MS Neg",4134,352.0852,NA,NA,NA,NA,NA,706,"Xenobiotics","Food Component/Plant"
"M.47656","M.47656","sulfate of piperine metabolite C16H19NO3 (3)*",NA,47656,"LC/MS Neg",4203,352.0867,NA,NA,NA,NA,NA,707,"Xenobiotics","Food Component/Plant"
"M.46647","M.46647","acesulfame",NA,46647,"LC/MS Neg",1592,161.9868,NA,NA,NA,NA,NA,710,"Xenobiotics","Food Component/Plant"
"M.46433","M.46433","umbelliferone sulfate",NA,46433,"LC/MS Neg",2450.4,240.9815,NA,NA,NA,NA,NA,719,"Xenobiotics","Food Component/Plant"
"M.12122","M.12122","naproxen",1384,12122,"LC/MS Neg",4155,229.087,"22204-53-1","C01517","HMDB01923","156391",137720,730,"Xenobiotics","Drug - Analgesics, Anesthetics"
"M.43330","M.43330","2-hydroxyibuprofen",100004169,43330,"LC/MS Pos;LC/MS Neg",4470,205.1223,"51146-55-5",NA,"HMDB60920","10443535",NA,732,"Xenobiotics","Drug - Analgesics, Anesthetics"
"M.43331","M.43331","3-hydroxyibuprofen",100004170,43331,"LC/MS Pos",4503,223.1329,"53949-54-5",NA,NA,NA,NA,733,"Xenobiotics","Drug - Analgesics, Anesthetics"
"M.38658","M.38658","atenolol",100002726,38658,"LC/MS Pos",1994,267.1703,"29122-68-7","D00235","HMDB01924","2249",2162,738,"Xenobiotics","Drug - Cardiovascular"
"M.42592","M.42592","cimetidine",100004011,42592,"LC/MS Neg",3176,251.1084,"51481-61-9",NA,NA,NA,NA,739,"Xenobiotics","Drug - Gastrointestinal"
"M.38600","M.38600","omeprazole",100002725,38600,"LC/MS Neg",4673,344.1074,"73590-58-6","C07324","HMDB01913","4594",4433,740,"Xenobiotics","Drug - Gastrointestinal"
"M.37033","M.37033","carbamazepine",100001933,37033,"LC/MS Pos",4505,237.1022,"298-46-4","D00252","HMDB14704","2554",2457,741,"Xenobiotics","Drug - Neurological"
"M.37020","M.37020","carbamazepine 10,11-epoxide*",100002321,37020,"LC/MS Pos",3977,253.0972,"36507-30-9","C07496","HMDB60658","2555",2458,742,"Xenobiotics","Drug - Neurological"
"M.37056","M.37056","carbamazepine glucuronide*",100002322,37056,"LC/MS Pos",4166,413.1343,NA,NA,NA,NA,NA,743,"Xenobiotics","Drug - Neurological"
"M.38669","M.38669","diphenhydramine",100002732,38669,"LC/MS Pos;LC/MS Pos Late",3863,256.1696,"147-24-0","C06960","HMDB01927","3100",2989,744,"Xenobiotics","Drug - Respiratory"
"M.35432","M.35432","pivaloylcarnitine (C5)",100001589,35432,"LC/MS Pos;LC/MS Pos Early",2400,246.17,"98299-38-8",NA,"HMDB41993","126894",112688,746,"Xenobiotics","Drug - Topical Agents"
"M.46675","M.46675","4-hydroxychlorothalonil",NA,46675,"LC/MS Neg",4467,244.9083,NA,NA,NA,NA,NA,762,"Xenobiotics","Chemical"
"M.46453","M.46453","p-toluic acid",NA,46453,"LC/MS Neg",2513.3,135.0454,NA,NA,NA,NA,NA,767,"Xenobiotics","Chemical"
"M.46480","M.46480","glucuronide of C10H18O2 (7)*",NA,46480,"LC/MS Neg",3802,345.1559,NA,NA,NA,NA,NA,769,"Partially Characterized Molecules","Partially Characterized Molecules"
"M.47779","M.47779","glucuronide of C10H18O2 (8)*",NA,47779,"LC/MS Neg",3869,345.1563,NA,NA,NA,NA,NA,770,"Partially Characterized Molecules","Partially Characterized Molecules"
"M.47854","M.47854","glucuronide of C10H18O2 (8)*",NA,47854,"LC/MS Pos",4382,347.1691,NA,NA,NA,NA,NA,771,"Partially Characterized Molecules","Partially Characterized Molecules"
"M.47020","M.47020","glucuronide of C12H20O3 (4)*",NA,47020,"LC/MS Neg",4000,387.1676,NA,NA,NA,NA,NA,772,"Partially Characterized Molecules","Partially Characterized Molecules"
"M.47021","M.47021","glycine conjugate of C10H12O2*",NA,47021,"LC/MS Neg",4010,220.0987,NA,NA,NA,NA,NA,773,"Partially Characterized Molecules","Partially Characterized Molecules"
"M.47026","M.47026","glycine conjugate of C10H14O2 (1)*",NA,47026,"LC/MS Neg",4340,222.1144,NA,NA,NA,NA,NA,774,"Partially Characterized Molecules","Partially Characterized Molecules"
"M.47680","M.47680","X - 10445",NA,47680,"LC/MS Pos",1962,250.093,NA,NA,NA,NA,NA,777,NA,NA
"M.32698","M.32698","X - 11381",NA,32698,"LC/MS Pos;LC/MS Pos Early",1111,186.1123,NA,NA,NA,NA,NA,784,NA,NA
"M.46607","M.46607","X - 11849",NA,46607,"LC/MS Neg",3215,266.0179,NA,NA,NA,NA,NA,803,NA,NA
"M.46521","M.46521","X - 11852",NA,46521,"LC/MS Neg",3277.6,232.9949,NA,NA,NA,NA,NA,805,NA,NA
"M.47654","M.47654","X - 11858",NA,47654,"LC/MS Neg",4414,437.0555,NA,NA,NA,NA,NA,806,NA,NA
"M.46684","M.46684","X - 12093",NA,46684,"LC/MS Pos",1037,203.1388,NA,NA,NA,NA,NA,813,NA,NA
"M.47686","M.47686","X - 12096",NA,47686,"LC/MS Pos",1584,174.1237,NA,NA,NA,NA,NA,814,NA,NA
"M.47685","M.47685","X - 12097",NA,47685,"LC/MS Pos",1539,174.1237,NA,NA,NA,NA,NA,815,NA,NA
"M.47908","M.47908","X - 12100",NA,47908,"LC/MS Neg",1551,219.0779,NA,NA,NA,NA,NA,816,NA,NA
"M.47642","M.47642","X - 12101",NA,47642,"LC/MS Pos;LC/MS Pos Early",1652,164.0739,NA,NA,NA,NA,NA,817,NA,NA
"M.47688","M.47688","X - 12108",NA,47688,"LC/MS Pos",1488,160.108,NA,NA,NA,NA,NA,819,NA,NA
"M.47692","M.47692","X - 12114",NA,47692,"LC/MS Pos",1535,365.1734,NA,NA,NA,NA,NA,820,NA,NA
"M.47693","M.47693","X - 12115",NA,47693,"LC/MS Pos",1599,260.1488,NA,NA,NA,NA,NA,821,NA,NA
"M.47706","M.47706","X - 12199",NA,47706,"LC/MS Pos",3017,263.1022,NA,NA,NA,NA,NA,825,NA,NA
"M.47659","M.47659","X - 12329",NA,47659,"LC/MS Neg",1854,188.0025,NA,NA,NA,NA,NA,832,NA,NA
"M.46615","M.46615","X - 12407",NA,46615,"LC/MS Neg",1873,204.9813,NA,NA,NA,NA,NA,833,NA,NA
"M.46616","M.46616","X - 12411",NA,46616,"LC/MS Neg",1037,195.0335,NA,NA,NA,NA,NA,834,NA,NA
"M.46628","M.46628","X - 12472",NA,46628,"LC/MS Neg",2528,241.1194,NA,NA,NA,NA,NA,837,NA,NA
"M.47719","M.47719","X - 12689",NA,47719,"LC/MS Pos",1157,278.1229,NA,NA,NA,NA,NA,841,NA,NA
"M.47721","M.47721","X - 12714",NA,47721,"LC/MS Pos",2315,305.0864,NA,NA,NA,NA,NA,843,NA,NA
"M.46973","M.46973","X - 12718",NA,46973,"LC/MS Neg",1750,324.0739,NA,NA,NA,NA,NA,844,NA,NA
"M.46623","M.46623","X - 12729",NA,46623,"LC/MS Neg",2021,227.9973,NA,NA,NA,NA,NA,846,NA,NA
"M.47937","M.47937","X - 12730",NA,47937,"LC/MS Neg",2048,203.9974,NA,NA,NA,NA,NA,847,NA,NA
"M.46627","M.46627","X - 12740",NA,46627,"LC/MS Neg",2497,287.0233,NA,NA,NA,NA,NA,849,NA,NA
"M.46624","M.46624","X - 12798",NA,46624,"LC/MS Pos",1870,240.1017,NA,NA,NA,NA,NA,850,NA,NA
"M.46986","M.46986","X - 12812",NA,46986,"LC/MS Neg",2435,208.0623,NA,NA,NA,NA,NA,851,NA,NA
"M.46630","M.46630","X - 12816",NA,46630,"LC/MS Neg",2700,495.2237,NA,NA,NA,NA,NA,852,NA,NA
"M.47943","M.47943","X - 12818",NA,47943,"LC/MS Neg",2695,263.0232,NA,NA,NA,NA,NA,853,NA,NA
"M.47945","M.47945","X - 12821",NA,47945,"LC/MS Neg",2747,383.0453,NA,NA,NA,NA,NA,854,NA,NA
"M.46364","M.46364","X - 12847",NA,46364,"LC/MS Neg",4247,227.0388,NA,NA,NA,NA,NA,857,NA,NA
"M.47203","M.47203","X - 13007",NA,47203,"LC/MS Neg",4597,329.2338,NA,NA,NA,NA,NA,859,NA,NA
"M.47728","M.47728","X - 13152",NA,47728,"LC/MS Pos",1724,168.0629,NA,NA,NA,NA,NA,860,NA,NA
"M.46629","M.46629","X - 13478",NA,46629,"LC/MS Pos",998,188.1281,NA,NA,NA,NA,NA,862,NA,NA
"M.46645","M.46645","X - 13728",NA,46645,"LC/MS Neg",1589,197.0682,NA,NA,NA,NA,NA,866,NA,NA
"M.47971","M.47971","X - 13729",NA,47971,"LC/MS Neg",1745,241.9768,NA,NA,NA,NA,NA,867,NA,NA
"M.46646","M.46646","X - 13835",NA,46646,"LC/MS Neg",1017,169.0618,NA,NA,NA,NA,NA,869,NA,NA
"M.47795","M.47795","X - 13837",NA,47795,"LC/MS Pos",2506,301.1389,NA,NA,NA,NA,NA,870,NA,NA
"M.47467","M.47467","X - 14272",NA,47467,"LC/MS Pos",2266,261.1445,NA,NA,NA,NA,NA,873,NA,NA
"M.47477","M.47477","X - 14320",NA,47477,"LC/MS Pos",2505,295.1287,NA,NA,NA,NA,NA,875,NA,NA
"M.47489","M.47489","X - 14364",NA,47489,"LC/MS Pos",3418,277.118,NA,NA,NA,NA,NA,877,NA,NA
"M.46310","M.46310","X - 14465",NA,46310,"LC/MS Pos",3316,211.1435,NA,NA,NA,NA,NA,878,NA,NA
"M.46656","M.46656","X - 14662",NA,46656,"LC/MS Neg",4336,263.6283,NA,NA,NA,NA,NA,884,NA,NA
"M.47204","M.47204","X - 14904",NA,47204,"LC/MS Neg",4543,329.2338,NA,NA,NA,NA,NA,885,NA,NA
"M.47259","M.47259","X - 15150",NA,47259,"LC/MS Neg",1544,294.1098,NA,NA,NA,NA,NA,888,NA,NA
"M.47798","M.47798","X - 15192",NA,47798,"LC/MS Pos",689,188.1756,NA,NA,NA,NA,NA,889,NA,NA
"M.47799","M.47799","X - 15477",NA,47799,"LC/MS Pos",4402,365.2315,NA,NA,NA,NA,NA,896,NA,NA
"M.46977","M.46977","X - 15503",NA,46977,"LC/MS Neg",1845,193.0626,NA,NA,NA,NA,NA,900,NA,NA
"M.47264","M.47264","X - 15807",NA,47264,"LC/MS Neg",3360,337.1232,NA,NA,NA,NA,NA,906,NA,NA
"M.46642","M.46642","X - 16129",NA,46642,"LC/MS Pos",1485,287.6506,NA,NA,NA,NA,NA,910,NA,NA
"M.46644","M.46644","X - 16132",NA,46644,"LC/MS Pos",2260,472.6835,NA,NA,NA,NA,NA,911,NA,NA
"M.46653","M.46653","X - 16135",NA,46653,"LC/MS Pos",3267,510.7599,NA,NA,NA,NA,NA,912,NA,NA
"M.46669","M.46669","X - 16245",NA,46669,"LC/MS Neg",4545,287.1866,NA,NA,NA,NA,NA,913,NA,NA
"M.46357","M.46357","X - 16271",NA,46357,"LC/MS Neg",3163,149.0611,NA,NA,NA,NA,NA,914,NA,NA
"M.47275","M.47275","X - 16343",NA,47275,"LC/MS Neg",2064,278.1147,NA,NA,NA,NA,NA,915,NA,NA
"M.47013","M.47013","X - 16570",NA,47013,"LC/MS Neg",3765,198.1143,NA,NA,NA,NA,NA,917,NA,NA
"M.46412","M.46412","X - 17189",NA,46412,"LC/MS Neg",2399,411.4896,NA,NA,NA,NA,NA,929,NA,NA
"M.40104","M.40104","X - 17306",NA,40104,"LC/MS Pos",2216.4,290.1595,NA,NA,NA,NA,NA,932,NA,NA
"M.46672","M.46672","X - 17325",NA,46672,"LC/MS Neg",2868,184.0981,NA,NA,NA,NA,NA,934,NA,NA
"M.47000","M.47000","X - 17327",NA,47000,"LC/MS Neg",3045,255.1359,NA,NA,NA,NA,NA,935,NA,NA
"M.47822","M.47822","X - 17339",NA,47822,"LC/MS Pos",4750,543.2804,NA,NA,NA,NA,NA,936,NA,NA
"M.47824","M.47824","X - 17346",NA,47824,"LC/MS Pos",2182,255.097,NA,NA,NA,NA,NA,938,NA,NA
"M.46989","M.46989","X - 17348",NA,46989,"LC/MS Neg",2545,247.0831,NA,NA,NA,NA,NA,939,NA,NA
"M.47009","M.47009","X - 17354",NA,47009,"LC/MS Neg",3520,473.1472,NA,NA,NA,NA,NA,940,NA,NA
"M.46976","M.46976","X - 17365",NA,46976,"LC/MS Neg",1785,282.0485,NA,NA,NA,NA,NA,941,NA,NA
"M.46994","M.46994","X - 17367",NA,46994,"LC/MS Neg",2710,182.0829,NA,NA,NA,NA,NA,942,NA,NA
"M.46969","M.46969","X - 17674",NA,46969,"LC/MS Neg",1415,192.982,NA,NA,NA,NA,NA,946,NA,NA
"M.47827","M.47827","X - 17717",NA,47827,"LC/MS Pos",2598,304.1499,NA,NA,NA,NA,NA,949,NA,NA
"M.47286","M.47286","X - 17801",NA,47286,"LC/MS Neg",1183,256.0942,NA,NA,NA,NA,NA,950,NA,NA
"M.47303","M.47303","X - 17866",NA,47303,"LC/MS Neg",2338,369.1797,NA,NA,NA,NA,NA,951,NA,NA
"M.47323","M.47323","X - 17969",NA,47323,"LC/MS Neg",3447,330.2039,NA,NA,NA,NA,NA,952,NA,NA
"M.47598","M.47598","X - 18039",NA,47598,"LC/MS Pos",2212,399.2348,NA,NA,NA,NA,NA,953,NA,NA
"M.47337","M.47337","X - 18165",NA,47337,"LC/MS Neg",1795,281.1145,NA,NA,NA,NA,NA,954,NA,NA
"M.47342","M.47342","X - 18345",NA,47342,"LC/MS Neg",1400,245.1145,NA,NA,NA,NA,NA,956,NA,NA
"M.47301","M.47301","X - 18887",NA,47301,"LC/MS Neg",2229,328.1518,NA,NA,NA,NA,NA,958,NA,NA
"M.47672","M.47672","X - 19183",NA,47672,"LC/MS Neg",1665,230.0495,NA,NA,NA,NA,NA,965,NA,NA
"M.47351","M.47351","X - 19197",NA,47351,"LC/MS Neg",2387,298.1413,NA,NA,NA,NA,NA,966,NA,NA
"M.47673","M.47673","X - 19299",NA,47673,"LC/MS Neg",3728,227.129,NA,NA,NA,NA,NA,967,NA,NA
"M.46261","M.46261","X - 19438",NA,46261,"LC/MS Neg",1209,217.0721,NA,NA,NA,NA,NA,970,NA,NA
"M.47180","M.47180","X - 20755",NA,47180,"LC/MS Neg",3392,209.1298,NA,NA,NA,NA,NA,972,NA,NA
"M.46354","M.46354","X - 21310",NA,46354,"LC/MS Neg",2235,233.9846,NA,NA,NA,NA,NA,977,NA,NA
"M.46356","M.46356","X - 21312",NA,46356,"LC/MS Neg",2757.7,243.0337,NA,NA,NA,NA,NA,978,NA,NA
"M.46359","M.46359","X - 21315",NA,46359,"LC/MS Neg",3698,240.9139,NA,NA,NA,NA,NA,979,NA,NA
"M.46372","M.46372","X - 21328",NA,46372,"LC/MS Neg",4969.9,293.6304,NA,NA,NA,NA,NA,981,NA,NA
"M.46377","M.46377","X - 21333",NA,46377,"LC/MS Pos",2456.3,339.1907,NA,NA,NA,NA,NA,982,NA,NA
"M.46387","M.46387","X - 21342",NA,46387,"LC/MS Neg",5149,385.1664,NA,NA,NA,NA,NA,985,NA,NA
"M.46487","M.46487","X - 21442",NA,46487,"LC/MS Neg",3823,333.2077,NA,NA,NA,NA,NA,991,NA,NA
"M.46694","M.46694","X - 21626",NA,46694,"LC/MS Neg",2533,696.7719,NA,NA,NA,NA,NA,1000,NA,NA
"M.46730","M.46730","X - 21661",NA,46730,"LC/MS Neg",3034,259.0093,NA,NA,NA,NA,NA,1002,NA,NA
"M.46752","M.46752","X - 21662",NA,46752,"LC/MS Neg",6666,584.3577,NA,NA,NA,NA,NA,1003,NA,NA
"M.46898","M.46898","X - 21729",NA,46898,"LC/MS Neg",1024,87.0453,NA,NA,NA,NA,NA,1004,NA,NA
"M.46906","M.46906","X - 21737",NA,46906,"LC/MS Neg",3461,245.0127,NA,NA,NA,NA,NA,1007,NA,NA
"M.46964","M.46964","X - 21788",NA,46964,"LC/MS Neg",1165,180.0342,NA,NA,NA,NA,NA,1014,NA,NA
"M.46971","M.46971","X - 21795",NA,46971,"LC/MS Neg",1515,215.1046,NA,NA,NA,NA,NA,1016,NA,NA
"M.46978","M.46978","X - 21801",NA,46978,"LC/MS Neg",1875,156.0672,NA,NA,NA,NA,NA,1018,NA,NA
"M.46980","M.46980","X - 21803",NA,46980,"LC/MS Neg",2035,212.0029,NA,NA,NA,NA,NA,1019,NA,NA
"M.46984","M.46984","X - 21807",NA,46984,"LC/MS Neg",2335,233.0135,NA,NA,NA,NA,NA,1020,NA,NA
"M.46993","M.46993","X - 21816",NA,46993,"LC/MS Neg",2655,113.0976,NA,NA,NA,NA,NA,1021,NA,NA
"M.47011","M.47011","X - 21834",NA,47011,"LC/MS Neg",3720,229.0184,NA,NA,NA,NA,NA,1024,NA,NA
"M.47016","M.47016","X - 21839",NA,47016,"LC/MS Neg",3925,452.1944,NA,NA,NA,NA,NA,1025,NA,NA
"M.47019","M.47019","X - 21842",NA,47019,"LC/MS Neg",3990,277.0219,NA,NA,NA,NA,NA,1026,NA,NA
"M.47022","M.47022","X - 21845",NA,47022,"LC/MS Neg",4085,356.1188,NA,NA,NA,NA,NA,1027,NA,NA
"M.47028","M.47028","X - 21851",NA,47028,"LC/MS Neg",4440,509.277,NA,NA,NA,NA,NA,1028,NA,NA
"M.47071","M.47071","X - 21891",NA,47071,"LC/MS Neg",4894,524.2434,NA,NA,NA,NA,NA,1029,NA,NA
"M.47181","M.47181","X - 21935",NA,47181,"LC/MS Neg",3439,209.1297,NA,NA,NA,NA,NA,1030,NA,NA
"M.47205","M.47205","X - 21959",NA,47205,"LC/MS Neg",4652,329.2338,NA,NA,NA,NA,NA,1031,NA,NA
"M.47329","M.47329","X - 22083",NA,47329,"LC/MS Neg",3637,388.1884,NA,NA,NA,NA,NA,1032,NA,NA
"M.47409","M.47409","X - 22154",NA,47409,"LC/MS Pos",2675,281.1127,NA,NA,NA,NA,NA,1033,NA,NA
"M.47427","M.47427","X - 22172",NA,47427,"LC/MS Pos",4400,314.2321,NA,NA,NA,NA,NA,1034,NA,NA
"M.47428","M.47428","X - 22173",NA,47428,"LC/MS Pos",4447,314.2321,NA,NA,NA,NA,NA,1035,NA,NA
"M.47679","M.47679","X - 22415",NA,47679,"LC/MS Pos",1884,162.0583,NA,NA,NA,NA,NA,1038,NA,NA
"M.47739","M.47739","X - 22475",NA,47739,"LC/MS Pos",1644,286.1279,NA,NA,NA,NA,NA,1039,NA,NA
"M.47771","M.47771","X - 22507",NA,47771,"LC/MS Pos",4035,310.2008,NA,NA,NA,NA,NA,1040,NA,NA
"M.47772","M.47772","X - 22508",NA,47772,"LC/MS Neg",1758,324.0732,NA,NA,NA,NA,NA,1041,NA,NA
"M.47773","M.47773","X - 22509",NA,47773,"LC/MS Neg",3562,473.1463,NA,NA,NA,NA,NA,1042,NA,NA
"M.47784","M.47784","X - 22520",NA,47784,"LC/MS Neg",4389,263.6284,NA,NA,NA,NA,NA,1045,NA,NA
"M.47858","M.47858","X - 22590",NA,47858,"LC/MS Pos",2522,304.1497,NA,NA,NA,NA,NA,1046,NA,NA
"M.58","M.58","glycine",340,58,"LC/MS Pos;LC/MS Pos Early",700,263.1466,"56-40-6","C00037","HMDB00123","750",730,1,"Amino Acid","Glycine, Serine and Threonine Metabolism"
"M.43256","M.43256","N-acetyl-3-methylhistidine*",100002204,43256,"LC/MS Neg",1360,210.0884,"37841-04-6",NA,NA,"193270",19993498,26,"Amino Acid","Histidine Metabolism"
"M.32350","M.32350","1-methyl-4-imidazoleacetate",100001208,32350,"LC/MS Pos;LC/MS Pos Early",833,141.0659,"2625-49-2","C05828","HMDB02820","75810",68319,32,"Amino Acid","Histidine Metabolism"
"M.47644","M.47644","N-acetylhistamine",NA,47644,"LC/MS Pos",1015,154.0975,NA,NA,NA,NA,NA,35,"Amino Acid","Histidine Metabolism"
"M.36751","M.36751","N2-acetyllysine",100001721,36751,"LC/MS Pos",836,189.1234,"1946-82-3","C12989","HMDB00446","92907",83869,37,"Amino Acid","Lysine Metabolism"
"M.15958","M.15958","phenylacetate",100000011,15958,"LC/MS Neg",2150,135.0452,"103-82-2","C07086","HMDB00209","999",10181341,49,"Amino Acid","Phenylalanine Metabolism"
"M.35107","M.35107","isovalerylglycine",100001452,35107,"LC/MS Neg",1950,158.0823,"16284-60-9",NA,"HMDB00678","546304",475516,92,"Amino Acid","Leucine, Isoleucine and Valine Metabolism"
"M.47034","M.47034","allo-isoleucine",100005840,47034,"GC/MS",1610,274.2236,NA,NA,NA,"6950182;99288",89698,99,"Amino Acid","Leucine, Isoleucine and Valine Metabolism"
"M.1598","M.1598","tigloylglycine",1161,1598,"LC/MS Pos",2518,158.0812,"35842-45-6",NA,"HMDB00959","6441567",4945715,106,"Amino Acid","Leucine, Isoleucine and Valine Metabolism"
"M.44878","M.44878","methionine sulfone",100004635,44878,"LC/MS Pos;LC/MS Pos Early",758.6,182.0482,"820-10-0",NA,NA,"69961",63154,120,"Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism"
"M.56","M.56","cystine",279,56,"LC/MS Pos;LC/MS Polar",675,241.0311,"56-89-3","C00491","HMDB00192","67678",575,125,"Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism"
"M.33949","M.33949","gamma-glutamylglycine",100001294,33949,"LC/MS Pos;LC/MS Pos Early",773,205.0819,"1948-29-4",NA,"HMDB11667","165527",145071,158,"Peptide","Gamma-glutamyl Amino Acid"
"M.22166","M.22166","alpha-glutamylglutamate",100000964,22166,"LC/MS Pos",837,277.103,"3929-61-1","C01425","HMDB28818","439500",388598,168,"Peptide","Dipeptide"
"M.40033","M.40033","alpha-glutamyltyrosine",100003250,40033,"LC/MS Pos",1820,311.1238,"3422-39-7",NA,NA,"351830",312390,169,"Peptide","Dipeptide"
"M.43787","M.43787","cyclo(L-phe-D-pro)*",100004636,43787,"LC/MS Pos",3550,245.1285,NA,NA,NA,"6992198",5360344,178,"Peptide","Dipeptide"
"M.36659","M.36659","glycylisoleucine",100001790,36659,"LC/MS Pos",2080,189.1234,"19461-38-2",NA,"HMDB28844","88079",19972556,182,"Peptide","Dipeptide"
"M.43138","M.43138","histidylisoleucine",100003161,43138,"LC/MS Pos",1444,269.1608,"510-791-9560",NA,NA,"4060215",3275731,190,"Peptide","Dipeptide"
"M.40061","M.40061","histidylleucine",100003162,40061,"LC/MS Pos",1485,269.1608,"7763-65-7","C05010","HMDB28889","189008",164234,191,"Peptide","Dipeptide"
"M.42982","M.42982","isoleucylaspartate",100003166,42982,"LC/MS Pos",1550,247.1289,"510-791-9560",NA,NA,NA,14327506,195,"Peptide","Dipeptide"
"M.40057","M.40057","isoleucylglutamate",100003168,40057,"LC/MS Pos",1666,261.1445,"42516-53-0",NA,NA,NA,16568323,196,"Peptide","Dipeptide"
"M.40019","M.40019","isoleucylglutamine",100003167,40019,"LC/MS Pos",1542,260.1605,"59652-60-7",NA,NA,"7020102",16044755,197,"Peptide","Dipeptide"
"M.36761","M.36761","isoleucylisoleucine",100001707,36761,"LC/MS Pos",2662,245.186,"42537-99-5",NA,NA,"7010568",NA,199,"Peptide","Dipeptide"
"M.40012","M.40012","isoleucylserine",100003174,40012,"LC/MS Pos",1487,219.1339,"6403-14-1",NA,"HMDB28916","7021816",15948496,202,"Peptide","Dipeptide"
"M.40052","M.40052","leucylasparagine",100003181,40052,"LC/MS Pos",1448,246.1448,"14608-81-2",NA,NA,"4128305",3341296,206,"Peptide","Dipeptide"
"M.40053","M.40053","leucylaspartate",100003182,40053,"LC/MS Pos",1598,247.1289,"32949-40-9",NA,"HMDB28925","3328705",2575946,207,"Peptide","Dipeptide"
"M.40021","M.40021","leucylglutamate",100003184,40021,"LC/MS Pos",1773,261.1445,"16364-31-1",NA,NA,"5259590",4424891,208,"Peptide","Dipeptide"
"M.36757","M.36757","leucylisoleucine",100001709,36757,"LC/MS Pos",2794,245.186,"36077-41-5",NA,NA,"7010534",NA,210,"Peptide","Dipeptide"
"M.40048","M.40048","leucylserine",100003190,40048,"LC/MS Pos",1530,219.1339,"1574172",NA,NA,"3621685",2856650,213,"Peptide","Dipeptide"
"M.40684","M.40684","prolylphenylalanine",100003677,40684,"LC/MS Pos",2564,263.139,"13589-02-1",NA,NA,"5226097",4396276,227,"Peptide","Dipeptide"
"M.42049","M.42049","serylalanine",100003520,42049,"LC/MS Pos",745,177.087,"6403-17-4",NA,"HMDB29032","17958834",16440652,228,"Peptide","Dipeptide"
"M.47453","M.47453","leucylglutamine*",NA,47453,"LC/MS Pos",1578,260.1604,NA,NA,NA,NA,NA,247,"Peptide","Dipeptide"
"M.46699","M.46699","Fibrinopeptide A (7-16)*",NA,46699,"LC/MS Neg",3308,508.7444,NA,NA,NA,NA,NA,255,"Peptide","Fibrinogen Cleavage Peptide"
"M.47840","M.47840","phenylacetylhistidine",NA,47840,"LC/MS Pos",2257,274.1182,NA,NA,NA,NA,NA,257,"Peptide","Acetylated Peptides"
"M.47443","M.47443","pyroglutamyllysine*",NA,47443,"LC/MS Pos",966,258.1447,NA,NA,NA,NA,NA,264,"Peptide","Modified Peptides"
"M.47452","M.47452","pyroglutamyltyrosine*",NA,47452,"LC/MS Pos",2502,293.113,NA,NA,NA,NA,NA,266,"Peptide","Modified Peptides"
